review,rating,date,product_name,category,scraped_date,rating_numeric,processed_text,sentiment
"Barang sesuai pesanan trimksh, asli bagus banget",bintang 5,4 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:34,5,barang sesuai pesan trimksh asli bagus banget,positive
"Bguss,,,tpi di aku agak kebesaran krna ukuran kaki ku 38, tpi gpp lh dpt bonus kaos kaki trimakasih toko nya😁😍",bintang 4,5 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:34,4,bguss tpi aku besar krna ukur kaki tpi gpp dpt bonus kaos kaki trimakasih toko nya,positive
Asli cakep sih. Ada bonus juga kaos kaki. Makasih,bintang 5,6 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:34,5,asli cakep sih bonus kaos kaki makasih,positive
"Sepatu nya bagus sesuai di gambar pengiriman nya cepat juga, mantappppp",bintang 5,5 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:34,5,sepatu nya bagus sesuai gambar kirim nya cepat mantappppp,positive
Spatunya bagus dan keren thank you kang kurir,bintang 5,2 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:34,5,spatunya bagus keren thank you kang kurir,positive
"kereennn sesuai yang di iklankak, pengiriman cepat tepat waktu",bintang 5,3 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:34,5,kereennn sesuai iklankak kirim cepat tepat waktu,positive
"Bagus sesuai pesanan cuma packing nya kurang rapih,dusnya rusak,buat sepatunya baguss semoga awet 🍂",bintang 4,6 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:34,4,bagus sesuai pesan cuma packing nya kurang rapih dus rusak buat sepatu baguss moga awet,positive
Sesuai dengan pesanan tidak rugi  belanja di toko ini dan kurir nya sangat ramah👍👍,bintang 5,6 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:34,5,sesuai pesan rugi belanja toko dan kurir nya sangat ramah,positive
Sesuway yg di gambar cakep banget sepatu nyah anak aku suka 🫰🫰,bintang 5,3 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:34,5,sesuway gambar cakep banget sepatu nyah anak aku suka,positive
"Bentuk dan ukuran: passs
Warna: sesuay
sesuay pesanan di poto",bintang 5,6 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:34,5,bentuk ukur passs warna sesuay sesuay pesan poto,positive
Mantap gan barang sdh smp dan sesusi di gambar sangat puas baik ukuran dan kwalitas,bintang 5,3 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:40,5,mantap gan barang sdh smp sus gambar sangat puas baik ukur kwalitas,positive
"sepatu sesuai di foto,nyaman di pakai bagus juga pokoknya ok",bintang 5,2 minggu lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:40,5,sepatu sesuai foto nyaman pakai bagus pokok,positive
Pokonya aku suka ponya bagusssss,bintang 5,2 minggu lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:40,5,poko aku suka ponya bagusssss,positive
Gak sesuai sihh menurut q soalnya bahnya trllu tipis yang dteng,bintang 4,3 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:40,4,gak sesuai sihh soal bah trllu tipis dteng,positive
"produk sangat amat bagus dg harga segitu, wort it bangett, keren banget pokonya, ga salah kalo laris banget",bintang 5,3 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:40,5,produk sangat bagus harga segitu wort bangett keren banget poko salah kalo laris banget,positive
"Bentuk dan ukuran: Ok
Aroma: -
Daya tahan pakai: Blm tau
Warna: Sesuai",bintang 5,6 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:40,5,bentuk ukur aroma daya tahan pakai blm tau warna sesuai,positive
Barang dtng dengan kondisi baik dan sesuai,bintang 5,5 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:40,5,barang dtng kondisi baik sesuai,positive
"Demi apapun realllpictttt bangetttt, baguss sepatu nyaa,worth it dengan harga segituu 👊🏻😍",bintang 5,6 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:40,5,apa realllpictttt bangetttt baguss sepatu nyaa worth harga segituu,positive
"Sesuai dng yg di foto,gak nyesel sih dng harga segitu dpt barang bagus bgt",bintang 5,2 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:40,5,sesuai dng foto gak nyesel sih dng harga segitu dpt barang bagus bgt,positive
"Mantap sepatunya sesuai,,dan pengiriman cepat,,thank you🙏🙏",bintang 5,4 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:40,5,mantap sepatu sesuai kirim cepat thank you,positive
"Sangat cocok sepatu nya,Ndak ngecewain
Jadi Eman buat Kerja😅",bintang 5,4 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:46,5,sangat cocok sepatu nya ndak ngecewain jadi eman buat kerja,positive
"Realpict banget, free kaus kaki lagi🥺🥰🥰😍😍",bintang 5,6 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:46,5,realpict banget free kaus kaki,positive
"kaget aq, masa harga segitu barang yg di terima bagus banget, terima kasih banyak
🙏🙏🙏",bintang 5,1 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:46,5,kaget masa harga segitu barang terima bagus banget terima kasih banyak,positive
Bgus dapat bonus kaos kaki trimakasih toko nya 😍,bintang 4,5 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:46,4,bgus bonus kaos kaki trimakasih toko nya,positive
"Mohon maaf KK
Saya kasi bintang 1
Soalnya sepatu nya dua duanya sebelah kiri sebelah kanan tidakk ad,
Saya mau mengambalikan barang nya kk",bintang 1,3 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:46,1,mohon maaf kasi bintang soal sepatu nya dua belah kiri belah kanan tidakk mau mengambalikan barang nya,negative
"The best,, pesanan sesuai yang di pesan 👍👍👍",bintang 5,3 minggu lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:46,5,the best pesan sesuai pesan,positive
"Paket nya Sudah sampai dengan aman,sepatu nya bagus👍👍👍",bintang 5,5 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:46,5,paket nya sampai aman sepatu nya bagus,positive
"Modelnya keren sih, ukuran juga sesuai",bintang 5,1 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:46,5,model keren sih ukur sesuai,positive
"Ok bagus,paking nya aja kurang rapi ehhe",bintang 5,4 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:46,5,bagus paking nya aja kurang rapi ehhe,positive
"Pakee sudah sampai, terimakasih sesuai pesenan barang mantap puas pokonya",bintang 5,3 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:46,5,pakee sampai terimakasih sesuai sen barang mantap puas poko,positive
Sayang gk sesuai realita tipis,bintang 2,3 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:50,2,sayang sesuai realita tipis,negative
Bagus oke lah cuma di aku kegedean 42,bintang 4,6 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:50,4,bagus oke lah cuma aku gede,positive
"Kerenn banget bahan nya enak nyaman.
Tapi sayang uk kekecilan 40 kecil😭",bintang 5,2 minggu lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:50,5,kerenn banget bahan nya enak nyaman sayang kecil kecil,positive
"bagus banget modelnya, ukuran nya pas banget di kaki, warnanya juga bagus banget makasihh lain kali aku beli kesini lagi soalnya the best banget sesuai ekspektasi aku",bintang 5,5 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:50,5,bagus banget model ukur nya pas banget kaki warna bagus banget makasihh kali aku beli kesini soal the best banget sesuai ekspektasi aku,positive
Kualitas bagus dan sesuai ekspektasi enak di pake dan pas,bintang 5,6 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:50,5,kualitas bagus sesuai ekspektasi enak pake pas,positive
"Bagus tpi gk nyangka aj masa ukuran 44 pas bgt di kaki
Pdhl itu spatu cowok hrsny ukuran normal",bintang 5,4 hari lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:50,5,bagus tpi nyangka masa ukur pas bgt kaki pdhl spatu cowok hrsny ukur normal,positive
"kemasannya ancur tapi alhamdulillah isinya aman, kardusnya rusak parah dipacking nya mines.",bintang 4,4 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:50,4,kemas ancur alhamdulillah isi aman kardus rusak parah dipacking nya mes,positive
"Bentuk dan ukuran: Sy salh ambil ukuran
Aroma: Enak
Daya tahan pakai: Bagus
Warna: Crem",bintang 5,6 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:50,5,bentuk ukur salh ambil ukur aroma enak daya tahan pakai bagus warna crem,positive
Barang sudah sampai dan sesuai pesanan,bintang 5,1 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:50,5,barang sampai sesuai pesan,positive
"Maap baru bisa kompir,sepatu nya mantap enak di pakai nya dengan harga segitu mantap lah,",bintang 5,2 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:50,5,maap baru kompir sepatu nya mantap enak pakai nya harga segitu mantap lah,positive
Ukuran nya lokal 43 ternyata sama seperti 41,bintang 5,7 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:55,5,ukur nya lokal nyata sama,positive
"bgus sih tpi syg bhan nya tipis, dan sya liat yg lain dpt kaos kaki kok sya tidak tpi gpp lah",bintang 3,3 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:55,3,bgus sih tpi syg bhan nya tipis sya liat dpt kaos kaki kok sya tpi gpp lah,neutral
"Barang baru nyampe,makasih barangnya cakep ,pas dikaji,saya suka ,ada yg baru berkhabar ya yg ukuran gede😀",bintang 5,7 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:55,5,barang baru nyampe makasih barang cakep pas kaji suka baru berkhabar ukur gede,positive
Tidak bisa berkata apa2 bagus,bintang 5,7 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:55,5,bisa kata apa bagus,positive
Sudah 2 kali pesan mantul pokok e pertahan kan kwalitas ny,bintang 5,6 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:55,5,kali pesan mantul pokok tahan kan kwalitas,positive
Real Pict Bagus Ukurannya Pass 🙌🏻🔥,bintang 5,3 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:55,5,real pict bagus ukur pass,positive
Bagus pas juga ukurannya,bintang 5,3 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:55,5,bagus pas ukur,positive
Makasih min paket udah sampai dengan aman dan sesuai ukuran pas sepatu nya keren banget,bintang 5,6 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:55,5,makasih min paket udah dengan aman sesuai ukur pas sepatu nya keren banget,positive
Mantap sesuai dengan keinginan,bintang 5,1 minggu lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:55,5,mantap sesuai ingin,positive
Pesanan udh smpe sepatu sesuai ukuran pas .dn ada bonus kaos kakinya .mksh kk,bintang 5,5 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 15:59:55,5,pesan udh smpe sepatu sesuai ukur pas bonus kaos kaki mksh,positive
Size-nya lebih kecil JD GK muat di suamiku,bintang 3,3 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:01,3,size nya lebih kecil muat suami,neutral
"Keren sih untuk sepatu nya ,wort it banget",bintang 5,5 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:01,5,keren sih sepatu nya wort banget,positive
"Makasih pengiriman nya sangat cepat, sesuai pesanan🥰🥰🥰🥰",bintang 5,3 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:01,5,makasih kirim nya sangat cepat sesuai pesan,positive
"Bagus ,enak di pakai, uknya pas",bintang 5,6 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:01,5,bagus enak pakai uknya pas,positive
Barang bagus untuk pakai sehari,bintang 5,3 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:01,5,barang bagus pakai hari,positive
Sepatu nya baik yang dikirim ukuran pas dan warna yang pas dengn yng di pesan,bintang 5,4 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:01,5,sepatu nya baik kirim ukur pas warna pas dengn yng pesan,positive
"Tq min
Kualitas bagus jg
Pengiriman cpt",bintang 5,4 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:01,5,min kualitas bagus kirim cpt,positive
Gak nyesel sii beli baguss.biar kan bintang yg membuktikan,bintang 5,1 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:01,5,gak nyesel sii beli baguss biar kan bintang bukti,positive
"Biar bintang yg bicara,tidak bisa brkta kata bnyak,krna brang ny bagus bnget",bintang 5,7 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:01,5,biar bintang bicara bisa brkta kata bnyak krna brang bagus bnget,positive
Bagus banget sepatunya lurd,bintang 5,5 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:01,5,bagus banget sepatu lurd,positive
Bagus sesuai dngn yg di fotonya. Semoga amanah dan berkah buat toko nya,bintang 5,6 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:07,5,bagus sesuai dngn foto moga amanah berkah buat toko nya,positive
Bentuk dan ukuran: Sangat bagus,bintang 5,4 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:07,5,bentuk ukur sangat bagus,positive
"Paketnya sudah datang,bagus sepatunya,sesuai dengan gambar",bintang 5,6 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:07,5,paket datang bagus sepatu sesuai gambar,positive
"Sepatunya keren, rekomendasi lah untuk sepatu putih kekinian🔥",bintang 5,1 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:07,5,sepatu keren rekomendasi lah sepatu putih kini,positive
"Biar bintang yg berbicara,mantul pokok ny",bintang 5,4 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:07,5,biar bintang bicara mantul pokok,positive
Barang diterima sesuai pesanan smg awet teirimash,bintang 5,1 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:07,5,barang terima sesuai pesan smg awet teirimash,positive
"Sepatu y bagus hadiah ultah buat ank bujng mudah2an dia suka n senang, wrna sesuai yg di kirim mudah2an awet,kurir y juga baik udh Langan juga,",bintang 5,4 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:07,5,sepatu bagus hadiah ultah buat ank bujng mudah suka senang wrna sesuai kirim mudah awet kurir baik udh lang,positive
"Bentuk dan ukuran: size kekecilan ,",bintang 3,2 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:07,3,bentuk ukur size kecil,neutral
Puas hati barang sesuai dengan yg di order...,bintang 5,3 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:07,5,puas hati barang sesuai order,positive
"sblm order saya tanya ke penjual
saya : ""free kaos kaki bkn kak?""
penjual : ""iya""

tapi pas sampai paket nya gak ada kaos kaki nya,kecewa bgt.
jualan tuh...",bintang 2,1 hari lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:07,2,sblm order tanya jual free kaos kaki bkn kak jual iya pas paket nya gak kaos kaki nya kecewa bgt jual tuh,negative
"Alhamdulillah sudah sampai dan sesuai dengan harga segitu, warna sesuai",bintang 5,2 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:11,5,alhamdulillah sampai sesuai harga segitu warna sesuai,positive
Sepatunya bagusss polll pokoknya sangat memuaskan,bintang 5,1 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:11,5,sepatu bagusss polll pokok sangat muas,positive
Sepatu nya bagus banget cocok warna nya,bintang 5,4 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:11,5,sepatu nya bagus banget cocok warna nya,positive
Keren sepatunya sesuai dengan di gambar nya👍👍,bintang 5,6 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:11,5,keren sepatu sesuai gambar nya,positive
Sepatunya bgus Dan kurir jg Sangar Gercep😁mantap😁,bintang 5,3 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:11,5,sepatu bgus kurir sangar gercep mantap,positive
40 tapi kekecilan,bintang 1,3 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:11,1,kecil,negative
Maaf telat.. Barang dah datang bagus bnget mkch..,bintang 5,4 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:11,5,maaf telat barang dah datang bagus bnget mkch,positive
Bagus sesuai pesanan,bintang 5,7 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:11,5,bagus sesuai pesan,positive
Sepatunya keren sesuai dengan yg di gambar✨,bintang 5,6 bulan lalu,"K9NINE Sepatu Sneakers Pria Sepatu Import Fashion Olahraga Casual Shoes - Putih, 44",Alas_kaki,2025-06-25 16:00:11,5,sepatu keren sesuai gambar,positive
